entity_name|licensee_type_cd|license_number|status|BLANK|city|zip|county|entity_name|licensee_type_cd|license_number|status|expiration_date|first_issue_date|city|state|zip|county|Action
EXOTIC CAR AUDIO & SECURITY|E|81667|CANCELLED||CHICO|95926|BUTTE|EXOTIC CAR AUDIO & SECURITY|ELECTRONIC REPAIR|81667|CANCELLED Definition|March     31, 2008|March     23, 2005|CHICO|CA|95926|BUTTE|No
EXOTIC CAR AUDIO AND SECURITY|E|86675|CANCELLED||CHICO|95973|BUTTE|EXOTIC CAR AUDIO AND SECURITY|ELECTRONIC REPAIR|86675|CANCELLED Definition|November  30, 2012|November  24, 2010|CHICO|CA|95973|BUTTE|No
EXOTIC CAR AUDIO AND SECURITY|E|84937|CANCELLED||CHICO|95926|BUTTE|EXOTIC CAR AUDIO AND SECURITY|ELECTRONIC REPAIR|84937|CANCELLED Definition|January   31, 2010|January   27, 2009|CHICO|CA|95926|BUTTE|No
EXPERT VIDEO|E|27536|CANCELLED||MAGALIA|95954|BUTTE|EXPERT VIDEO|ELECTRONIC REPAIR|27536|CANCELLED Definition|June      30, 1989|September 22, 1988|P.O. BOX 902|MAGALIA|CA|95954|BUTTE|No
FAIN'S APPLIANCE|A|30527|CANCELLED||OROVILLE|95965|BUTTE|FAIN'S APPLIANCE|MAJOR APPLIANCE REPAIR|30527|CANCELLED Definition|April     30, 2004|May       21, 1973|OROVILLE|CA|95965|BUTTE|No
FENDER I.T. SERVICES|E|77603|CLEAR||PARADISE|95969|BUTTE|FENDER I.T. SERVICES|ELECTRONIC REPAIR|77603|CLEAR Definition|February  29, 2016|February  09, 2000|PARADISE|CA|95969|BUTTE|No
FILCO|C|61104|CANCELLED||CHICO|95926|BUTTE|FILCO|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61104|CANCELLED Definition|October   31, 1995|October   07, 1994|CHICO|CA|95926|BUTTE|No
FILCO OF CHICO|C|60695|CANCELLED||CHICO|95926|BUTTE|FILCO OF CHICO|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60695|CANCELLED Definition|July      31, 1994|October   29, 1984|CHICO|CA|95926|BUTTE|No
FIREDOG|E|83266|CANCELLED||CHICO|95928|BUTTE|FIREDOG|ELECTRONIC REPAIR|83266|CANCELLED Definition|March     31, 2009|March     21, 2007|CHICO|CA|95928|BUTTE|No
FIVE STAR OROVILLE COMPUTERS|E|76347|CANCELLED||OROVILLE|95965|BUTTE|FIVE STAR OROVILLE COMPUTERS|ELECTRONIC REPAIR|76347|CANCELLED Definition|February  28, 1999|February  04, 1998|OROVILLE|CA|95965|BUTTE|No
FRED BROWN|A|31137|CANCELLED||GRIDLEY|95948|BUTTE|FRED BROWN|MAJOR APPLIANCE REPAIR|31137|CANCELLED Definition|June      30, 1989|GRIDLEY|CA|95948|BUTTE|No
G & G STEREO|E|29902|CANCELLED||CHICO|95926|BUTTE|G & G STEREO|ELECTRONIC REPAIR|29902|CANCELLED Definition|February  28, 1997|October   22, 1991|CHICO|CA|95926|BUTTE|No
G & G STEREO INCORPORATED|E|74781|CANCELLED||CHICO|95926|BUTTE|G & G STEREO INCORPORATED|ELECTRONIC REPAIR|74781|CANCELLED Definition|June      30, 2001|June      19, 1996|CHICO|CA|95926|BUTTE|No
G AND G APPLIANCES|A|40213|CANCELLED||MAGALIA|959549650|BUTTE|G AND G APPLIANCES|MAJOR APPLIANCE REPAIR|40213|CANCELLED Definition|July      31, 1996|April     18, 1990|MAGALIA|CA|95954-9650|BUTTE|No
GALAXY SATELLITE SYSTEMS|E|78047|CANCELLED||CHICO|95973|BUTTE|GALAXY SATELLITE SYSTEMS|ELECTRONIC REPAIR|78047|CANCELLED Definition|December  31, 2001|December  14, 2000|CHICO|CA|95973|BUTTE|No
GARY PETERSON|E|80565|CANCELLED||CHICO|95926|BUTTE|GARY PETERSON|ELECTRONIC REPAIR|80565|CANCELLED Definition|September 30, 2004|September 15, 2003|CHICO|CA|95926|BUTTE|No
GEEK SQUAD #191|E|81762|CLEAR||CHICO|959287620|BUTTE|GEEK SQUAD #191|ELECTRONIC REPAIR|81762|CLEAR Definition|May       31, 2015|May       03, 2005|CHICO|CA|95928-7620|BUTTE|No
GENE'S REFRIGERATION|A|40226|CANCELLED||GRIDLEY|95948|BUTTE|GENE'S REFRIGERATION|MAJOR APPLIANCE REPAIR|40226|CANCELLED Definition|June      30, 1991|May       01, 1990|GRIDLEY|CA|95948|BUTTE|No
GILMORE'S APPLIANCE REPAIR|A|41352|CLEAR||CHICO|95973|BUTTE|GILMORE'S APPLIANCE REPAIR|MAJOR APPLIANCE REPAIR|41352|CLEAR Definition|January   31, 2016|January   26, 1993|CHICO|CA|95973|BUTTE|No
GINNO'S APPLIANCE|A|30046|CANCELLED||CHICO|95926|BUTTE|GINNO'S APPLIANCE|MAJOR APPLIANCE REPAIR|30046|CANCELLED Definition|June      30, 1992|May       04, 1979|CHICO|CA|95926|BUTTE|No
GINNO'S KITCHEN & APPLIANCE SYSTEMS, INC.|A|41102|CLEAR||CHICO|95928|BUTTE|GINNO'S KITCHEN & APPLIANCE SYSTEMS, INC.|MAJOR APPLIANCE REPAIR|41102|CLEAR Definition|July      31, 2015|July      10, 1992|CHICO|CA|95928|BUTTE|No
GRAY MATTER COMPUTING|E|77912|CLEAR||PARADISE|95969|BUTTE|GRAY MATTER COMPUTING|ELECTRONIC REPAIR|77912|CLEAR Definition|September 30, 2015|September 11, 2000|PARADISE|CA|95969|BUTTE|No
GRIDLEY TV AND APPLIANCE|C|2748|CANCELLED||GRIDLEY|95948|BUTTE|GRIDLEY TV AND APPLIANCE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|2748|CANCELLED Definition|May       31, 1999|January   04, 1964|GRIDLEY|CA|95948|BUTTE|No
H & H TV VCR REPAIR|E|73496|CLEAR||CHICO|95926|BUTTE|H & H TV VCR REPAIR|ELECTRONIC REPAIR|73496|CLEAR Definition|May       31, 2015|May       17, 1995|CHICO|CA|95926|BUTTE|No
HALLDORSON APPLIANCE PARTS|A|43739|CANCELLED||CHICO|95973|BUTTE|HALLDORSON APPLIANCE PARTS|MAJOR APPLIANCE REPAIR|43739|CANCELLED Definition|June      30, 2008|June      06, 2002|CHICO|CA|95973|BUTTE|No
HALLDORSON APPLIANCE SERVICE|A|41103|CANCELLED||CHICO|95928|BUTTE|HALLDORSON APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|41103|CANCELLED Definition|July      31, 2001|July      08, 1992|CHICO|CA|95928|BUTTE|No
HALLDORSON, INC|A|34547|CANCELLED||CHICO|95928|BUTTE|HALLDORSON, INC|MAJOR APPLIANCE REPAIR|34547|CANCELLED Definition|June      30, 1992|June      10, 1977|CHICO|CA|95928|BUTTE|No
HANDY ANDY TV & APPLIANCES INC.|C|60790|CANCELLED||CHICO|95928|BUTTE|HANDY ANDY TV & APPLIANCES INC.|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60790|CANCELLED Definition|June      30, 1991|October   16, 1986|CHICO|CA|95928|BUTTE|No
HASSLE FREE IT|E|86804|CANCELLED||CHICO|95928|BUTTE|HASSLE FREE IT|ELECTRONIC REPAIR|86804|CANCELLED Definition|March     31, 2012|March     03, 2011|CHICO|CA|95928|BUTTE|No
HERB'S TV|E|24334|CANCELLED||GRIDLEY|95948|BUTTE|HERB'S TV|ELECTRONIC REPAIR|24334|CANCELLED Definition|June      30, 1989|GRIDLEY|CA|95948|BUTTE|No
HERITAGE OAK VIDEO|E|26201|CANCELLED||GRIDLEY|95948|BUTTE|HERITAGE OAK VIDEO|ELECTRONIC REPAIR|26201|CANCELLED Definition|August    31, 2000|May       11, 1987|GRIDLEY|CA|95948|BUTTE|No
HIGH TECH VIDEO|E|83411|CLEAR||OROVILLE|95966|BUTTE|HIGH TECH VIDEO|ELECTRONIC REPAIR|83411|CLEAR Definition|May       31, 2015|May       11, 2007|OROVILLE|CA|95966|BUTTE|No
HIGNELL INCORPORATED|A|39423|CANCELLED||CHICO|95928|BUTTE|HIGNELL INCORPORATED|MAJOR APPLIANCE REPAIR|39423|CANCELLED Definition|April     30, 2014|May       02, 1988|CHICO|CA|95928|BUTTE|No
HOLBROOK FURNITURE & APPLIANCE|A|45043|CANCELLED||OROVILLE|95965|BUTTE|HOLBROOK FURNITURE & APPLIANCE|MAJOR APPLIANCE REPAIR|45043|CANCELLED Definition|November  30, 2010|November  13, 2007|OROVILLE|CA|95965|BUTTE|No
HOLBROOK FURNITURE & APPLIANCES|A|46039|CLEAR||OROVILLE|95965|BUTTE|HOLBROOK FURNITURE & APPLIANCES|MAJOR APPLIANCE REPAIR|46039|CLEAR Definition|May       31, 2015|May       06, 2011|OROVILLE|CA|95965|BUTTE|No
HOUSE CALL TV - VCR|E|29381|CANCELLED||PARADISE|95969|BUTTE|HOUSE CALL TV - VCR|ELECTRONIC REPAIR|29381|CANCELLED Definition|June      30, 1991|March     19, 1991|PARADISE|CA|95969|BUTTE|No
HOW'S THAT SOUND|E|14154|CANCELLED||CHICO|95926|BUTTE|HOW'S THAT SOUND|ELECTRONIC REPAIR|14154|CANCELLED Definition|May       31, 2011|September 14, 1972|CHICO|CA|95926|BUTTE|No
HOWE'S KNOW HOW ELECTRONIC REPAIR|E|29284|CANCELLED||PARADISE|95969|BUTTE|HOWE'S KNOW HOW ELECTRONIC REPAIR|ELECTRONIC REPAIR|29284|CANCELLED Definition|June      30, 2001|January   11, 1991|PARADISE|CA|95969|BUTTE|No
HUDSON'S APPLIANCE CENTER|A|36919|CANCELLED||PARADISE|95969|BUTTE|HUDSON'S APPLIANCE CENTER|MAJOR APPLIANCE REPAIR|36919|CANCELLED Definition|July      31, 2009|November  01, 1982|PARADISE|CA|95969|BUTTE|No
HUDSON'S APPLIANCE CENTER INC|A|45605|CLEAR||PARADISE|95969|BUTTE|HUDSON'S APPLIANCE CENTER INC|MAJOR APPLIANCE REPAIR|45605|CLEAR Definition|August    31, 2015|August    25, 2009|PARADISE|CA|95969|BUTTE|No
INDEPENDENT TECHNOLOGY ASSOCIATES|E|87565|DELINQUENT||CHICO|95973|BUTTE|INDEPENDENT TECHNOLOGY ASSOCIATES|ELECTRONIC REPAIR|87565|DELINQUENT Definition|February  28, 2013|February  06, 2012|CHICO|CA|95973|BUTTE|No
INFINITY TECHNOLOGY|E|29509|CANCELLED||CHICO|95926|BUTTE|INFINITY TECHNOLOGY|ELECTRONIC REPAIR|29509|CANCELLED Definition|March     31, 1996|May       29, 1991|CHICO|CA|95926|BUTTE|No
INLAND BUSINESS MACHINES OF CHICO|E|71294|CANCELLED||CHICO|95928|BUTTE|INLAND BUSINESS MACHINES OF CHICO|ELECTRONIC REPAIR|71294|CANCELLED Definition|May       31, 2009|May       13, 1993|CHICO|CA|95928|BUTTE|No
INLAND BUSINESS SYSTEMS|E|85813|CLEAR||CHICO|95928|BUTTE|INLAND BUSINESS SYSTEMS|ELECTRONIC REPAIR|85813|CLEAR Definition|August    31, 2015|August    05, 2009|CHICO|CA|95928|BUTTE|No
INTEGRITY COMPUTERS|E|80546|CLEAR||PARADISE|959696701|BUTTE|INTEGRITY COMPUTERS|ELECTRONIC REPAIR|80546|CLEAR Definition|August    31, 2015|August    29, 2003|PARADISE|CA|95969-6701|BUTTE|No
INTERFACE COMPUTERS|E|82493|CANCELLED||OROVILLE|95966|BUTTE|INTERFACE COMPUTERS|ELECTRONIC REPAIR|82493|CANCELLED Definition|April     30, 2008|April     28, 2006|OROVILLE|CA|95966|BUTTE|No
IPHONE REPAIR AND RESTORE|E|88482|CLEAR||CHICO|95926|BUTTE|IPHONE REPAIR AND RESTORE|ELECTRONIC REPAIR|88482|CLEAR Definition|April     30, 2015|April     24, 2013|CHICO|CA|95926|BUTTE|No
JEFF JACOBSEN|E|87646|CANCELLED||OROVILLE|95966|BUTTE|JEFF JACOBSEN|ELECTRONIC REPAIR|87646|CANCELLED Definition|March     31, 2014|March     20, 2012|OROVILLE|CA|95966|BUTTE|No
JEFFORDS ELECTRIC CO|A|32434|CANCELLED||PARADISE|95969|BUTTE|JEFFORDS ELECTRIC CO|MAJOR APPLIANCE REPAIR|32434|CANCELLED Definition|September 30, 1994|September 13, 1973|P O BOX 797|PARADISE|CA|95969|BUTTE|No
JIM HINES APPLIANCE REPAIR|A|37170|CANCELLED||PARADISE|95969|BUTTE|JIM HINES APPLIANCE REPAIR|MAJOR APPLIANCE REPAIR|37170|CANCELLED Definition|February  28, 2001|May       25, 1983|PARADISE|CA|95969|BUTTE|No
JOHN STUTZ TV|E|3964|CANCELLED||CHICO|95973|BUTTE|JOHN STUTZ TV|ELECTRONIC REPAIR|3964|CANCELLED Definition|February  28, 1999|July      03, 1964|CHICO|CA|95973|BUTTE|No
KEN'S COURTESY TV ELECTRONICS & ANTENNAS|E|29448|CANCELLED||OROVILLE|95965|BUTTE|KEN'S COURTESY TV ELECTRONICS & ANTENNAS|ELECTRONIC REPAIR|29448|CANCELLED Definition|June      30, 1992|May       03, 1991|OROVILLE|CA|95965|BUTTE|No
L E DARTING|E|76203|CANCELLED||PARADISE|95969|BUTTE|L E DARTING|ELECTRONIC REPAIR|76203|CANCELLED Definition|December  31, 1998|December  02, 1997|PARADISE|CA|95969|BUTTE|No
LAMUSGA'S APPLIANCE SERVICE & REPAIR|A|44619|CANCELLED||CHICO|95926|BUTTE|LAMUSGA'S APPLIANCE SERVICE & REPAIR|MAJOR APPLIANCE REPAIR|44619|CANCELLED Definition|February  28, 2007|February  27, 2006|CHICO|CA|95926|BUTTE|No
LARRY GARLAND A-1 REFRIGERATOR|A|40341|CLEAR||PARADISE|95969|BUTTE|LARRY GARLAND A-1 REFRIGERATOR|MAJOR APPLIANCE REPAIR|40341|CLEAR Definition|March     31, 2016|July      11, 1990|PARADISE|CA|95969|BUTTE|No
LARRY'S ANTENNA SYSTEMS|E|16830|CANCELLED||PARADISE|95969|BUTTE|LARRY'S ANTENNA SYSTEMS|ELECTRONIC REPAIR|16830|CANCELLED Definition|November  30, 1993|July      02, 1975|PARADISE|CA|95969|BUTTE|No
LASER "RENEW" ZIT|E|77203|CANCELLED||CHICO|95926|BUTTE|LASER "RENEW" ZIT|ELECTRONIC REPAIR|77203|CANCELLED Definition|July      31, 2013|July      12, 1999|CHICO|CA|95926|BUTTE|No
LASER RENEW-ZIT|E|73710|CANCELLED||CHICO|95926|BUTTE|LASER RENEW-ZIT|ELECTRONIC REPAIR|73710|CANCELLED Definition|July      31, 1999|July      18, 1995|CHICO|CA|95926|BUTTE|No
LONGFELLOW APPLIANCE SERVICE|A|38195|CANCELLED||PARADISE|95969|BUTTE|LONGFELLOW APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|38195|CANCELLED Definition|June      30, 1992|PARADISE|CA|95969|BUTTE|No
LONGFELLOW APPLIANCE SERVICE|A|41207|CANCELLED||PARADISE|95969|BUTTE|LONGFELLOW APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|41207|CANCELLED Definition|September 30, 2009|September 10, 1992|PARADISE|CA|95969|BUTTE|No
LONGFELLOW TV AND APPLIANCE|E|27927|CANCELLED||PARADISE|95969|BUTTE|LONGFELLOW TV AND APPLIANCE|ELECTRONIC REPAIR|27927|CANCELLED Definition|June      30, 1990|May       01, 1989|PARADISE|CA|95969|BUTTE|No
MAC'S APPL & REFRIG SERVICE|A|32551|CANCELLED||OROVILLE|95965|BUTTE|MAC'S APPL & REFRIG SERVICE|MAJOR APPLIANCE REPAIR|32551|CANCELLED Definition|June      30, 1992|November  07, 1973|OROVILLE|CA|95965|BUTTE|No
MARK'S COMPUTER SERVICES|E|88713|CLEAR||PARADISE|95969|BUTTE|MARK'S COMPUTER SERVICES|ELECTRONIC REPAIR|88713|CLEAR Definition|August    31, 2015|August    13, 2013|PARADISE|CA|95969|BUTTE|No
MARKS ANTENNA SYSTEMS|E|21492|CANCELLED||PARADISE|95969|BUTTE|MARKS ANTENNA SYSTEMS|ELECTRONIC REPAIR|21492|CANCELLED Definition|September 30, 2003|March     26, 1982|PARADISE|CA|95969|BUTTE|No
MARSHALL'S TV|E|26193|CANCELLED||OROVILLE|95966|BUTTE|MARSHALL'S TV|ELECTRONIC REPAIR|26193|CANCELLED Definition|June      30, 1992|May       07, 1987|OROVILLE|CA|95966|BUTTE|No
MARSHALL'S TV|E|70687|CANCELLED||OROVILLE|95966|BUTTE|MARSHALL'S TV|ELECTRONIC REPAIR|70687|CANCELLED Definition|August    31, 2003|August    07, 1992|OROVILLE|CA|95966|BUTTE|No
MC CARTNEY'S REPAIR & SERVICE|A|30504|CANCELLED||OROVILLE|95965|BUTTE|MC CARTNEY'S REPAIR & SERVICE|MAJOR APPLIANCE REPAIR|30504|CANCELLED Definition|December  31, 1993|May       18, 1973|OROVILLE|CA|95965|BUTTE|No
MCMAHAN'S OF CHICO-A CORPORATION|C|61114|CANCELLED||CHICO|95926|BUTTE|MCMAHAN'S OF CHICO-A CORPORATION|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61114|CANCELLED Definition|January   31, 2011|December  06, 1994|CHICO|CA|95926|BUTTE|No
MCMAHAN'S OF OROVILLE|C|61149|CANCELLED||OROVILLE|95965|BUTTE|MCMAHAN'S OF OROVILLE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61149|CANCELLED Definition|January   31, 2011|January   19, 1995|OROVILLE|CA|95965|BUTTE|No
MCMULLEN'S SATELLITE|E|70539|CANCELLED||CHICO|95928|BUTTE|MCMULLEN'S SATELLITE|ELECTRONIC REPAIR|70539|CANCELLED Definition|July      31, 2004|July      03, 1992|CHICO|CA|95928|BUTTE|No
MICHAEL RASMUSSEN|E|86208|CANCELLED||CHICO|95926|BUTTE|MICHAEL RASMUSSEN|ELECTRONIC REPAIR|86208|CANCELLED Definition|February  29, 2012|February  03, 2010|APT H|CHICO|CA|95926|BUTTE|No
MICRO SOLUTIONS|E|74153|CANCELLED||CHICO|95927|BUTTE|MICRO SOLUTIONS|ELECTRONIC REPAIR|74153|CANCELLED Definition|November  30, 1996|November  08, 1995|P O BOX 3995|CHICO|CA|95927|BUTTE|No
MICROSYSTEMS|E|80814|CANCELLED||OROVILLE|95966|BUTTE|MICROSYSTEMS|ELECTRONIC REPAIR|80814|CANCELLED Definition|February  28, 2010|February  09, 2004|OROVILLE|CA|95966|BUTTE|No
MIKE PEARLMAN REFRIGERATION & APPLIANCE REPAIR|A|43345|CLEAR||MAGALIA|95954|BUTTE|MIKE PEARLMAN REFRIGERATION & APPLIANCE REPAIR|MAJOR APPLIANCE REPAIR|43345|CLEAR Definition|July      31, 2015|July      21, 2000|MAGALIA|CA|95954|BUTTE|No
MIKES APPLIANCE|A|45894|CANCELLED||PARADISE|95969|BUTTE|MIKES APPLIANCE|MAJOR APPLIANCE REPAIR|45894|CANCELLED Definition|October   31, 2011|October   13, 2010|PARADISE|CA|95969|BUTTE|No
MOBILE EXCITEMENT|E|84167|CANCELLED||CHICO|95928|BUTTE|MOBILE EXCITEMENT|ELECTRONIC REPAIR|84167|CANCELLED Definition|April     30, 2009|April     16, 2008|CHICO|CA|95928|BUTTE|No
MOE ELECTRONICS|E|28474|CANCELLED||MAGALIA|95954|BUTTE|MOE ELECTRONICS|ELECTRONIC REPAIR|28474|CANCELLED Definition|January   31, 2001|December  29, 1989|MAGALIA|CA|95954|BUTTE|No
MOUNTAIN ELECTRONICS|E|19409|CANCELLED||PARADISE|95969|BUTTE|MOUNTAIN ELECTRONICS|ELECTRONIC REPAIR|19409|CANCELLED Definition|November  30, 1993|July      28, 1978|PARADISE|CA|95969|BUTTE|No
MR APPLIANCE OF BUTTE COUNTY|A|45395|CANCELLED||CHICO|959262302|BUTTE|MR APPLIANCE OF BUTTE COUNTY|MAJOR APPLIANCE REPAIR|45395|CANCELLED Definition|December  31, 2013|December  15, 2008|CHICO|CA|95926-2302|BUTTE|No
NERDS ON CALL INC|E|84154|CLEAR||CHICO|95926|BUTTE|NERDS ON CALL INC|ELECTRONIC REPAIR|84154|CLEAR Definition|April     30, 2015|April     15, 2008|CHICO|CA|95926|BUTTE|No
NEXT STEP COMPUTERS|E|84532|CANCELLED||OROVILLE|95966|BUTTE|NEXT STEP COMPUTERS|ELECTRONIC REPAIR|84532|CANCELLED Definition|August    31, 2009|August    05, 2008|OROVILLE|CA|95966|BUTTE|No
NORM'S APPLIANCE SERVICE|A|40775|CANCELLED||OROVILLE|95966|BUTTE|NORM'S APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|40775|CANCELLED Definition|July      31, 2004|August    21, 1991|OROVILLE|CA|95966|BUTTE|No
NORTH STATE TV|E|74444|CANCELLED||CHICO|95973|BUTTE|NORTH STATE TV|ELECTRONIC REPAIR|74444|CANCELLED Definition|February  28, 1999|February  05, 1996|CHICO|CA|95973|BUTTE|No
NORTH STATE TV & APPLIANCE|C|60994|CANCELLED||CHICO|95921|BUTTE|NORTH STATE TV & APPLIANCE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60994|CANCELLED Definition|July      31, 1995|July      30, 1992|CHICO|CA|95921|BUTTE|No
NORTH STATE TV AND APPLIANCE|C|60940|CANCELLED||CHICO|959276550|BUTTE|NORTH STATE TV AND APPLIANCE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60940|CANCELLED Definition|June      30, 1992|March     27, 1991|P O BOX 6550|CHICO|CA|95927-6550|BUTTE|No
NORTH VALLEY EMC|E|79622|CANCELLED||PARADISE|95969|BUTTE|NORTH VALLEY EMC|ELECTRONIC REPAIR|79622|CANCELLED Definition|June      30, 2008|June      18, 2002|PARADISE|CA|95969|BUTTE|No
NORTHERN TECHNICAL SERVICES|E|71712|CANCELLED||CHICO|95926|BUTTE|NORTHERN TECHNICAL SERVICES|ELECTRONIC REPAIR|71712|CANCELLED Definition|October   31, 1994|October   06, 1993|CHICO|CA|95926|BUTTE|No
NORTHERN VALLEY APPLIANCE SERVICE|A|39960|CANCELLED||CHICO|95928|BUTTE|NORTHERN VALLEY APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|39960|CANCELLED Definition|August    31, 2005|July      03, 1989|CHICO|CA|95928|BUTTE|No
NORTHERN VALLEY DISTRIBUTORS|A|35284|CANCELLED||CHICO|95926|BUTTE|NORTHERN VALLEY DISTRIBUTORS|MAJOR APPLIANCE REPAIR|35284|CANCELLED Definition|June      30, 1989|CHICO|CA|95926|BUTTE|No
NORTHERN VALLEY SERVICE|A|44541|CLEAR||CHICO|959262223|BUTTE|NORTHERN VALLEY SERVICE|MAJOR APPLIANCE REPAIR|44541|CLEAR Definition|October   31, 2015|October   26, 2005|CHICO|CA|95926-2223|BUTTE|No
OFFICE DEPOT #917|E|87183|CLEAR||CHICO|95928|BUTTE|OFFICE DEPOT #917|ELECTRONIC REPAIR|87183|CLEAR Definition|June      30, 2015|August    24, 2011|CHICO|CA|95928|BUTTE|No
OMNI COMPUTER SERVICES|E|26651|CANCELLED||CHICO|95926|BUTTE|OMNI COMPUTER SERVICES|ELECTRONIC REPAIR|26651|CANCELLED Definition|June      30, 1990|August    31, 1987|CHICO|CA|95926|BUTTE|No
ORBIT SATELLITE TV|E|76740|CANCELLED||CHICO|95928|BUTTE|ORBIT SATELLITE TV|ELECTRONIC REPAIR|76740|CANCELLED Definition|September 30, 1999|September 24, 1998|CHICO|CA|95928|BUTTE|No
OROVILLE COMPUTERS|E|73128|CANCELLED||OROVILLE|95966|BUTTE|OROVILLE COMPUTERS|ELECTRONIC REPAIR|73128|CANCELLED Definition|December  31, 1996|December  22, 1994|OROVILLE|CA|95966|BUTTE|No
OROVILLE COMPUTERS|E|88578|CLEAR||OROVILLE|959659263|BUTTE|OROVILLE COMPUTERS|ELECTRONIC REPAIR|88578|CLEAR Definition|June      30, 2015|June      11, 2013|OROVILLE|CA|95965-9263|BUTTE|No
OROVILLE COMPUTERS|E|82805|CANCELLED||OROVILLE|95965|BUTTE|OROVILLE COMPUTERS|ELECTRONIC REPAIR|82805|CANCELLED Definition|October   31, 2008|October   11, 2006|OROVILLE|CA|95965|BUTTE|No
OROVILLE ELECTRONICS|E|70940|CANCELLED||OROVILLE|95966|BUTTE|OROVILLE ELECTRONICS|ELECTRONIC REPAIR|70940|CANCELLED Definition|November  30, 1994|November  24, 1992|OROVILLE|CA|95966|BUTTE|No
OROVILLE PUTT-O-RAMA/HOME VIDEO & SATELLITE SALES|E|70115|CANCELLED||OROVILLE|95965|BUTTE|OROVILLE PUTT-O-RAMA/HOME VIDEO & SATELLITE SALES|ELECTRONIC REPAIR|70115|CANCELLED Definition|January   31, 1996|January   06, 1992|OROVILLE|CA|95965|BUTTE|No
PACIFIC AUDIO|E|72985|CANCELLED||CHICO|95926|BUTTE|PACIFIC AUDIO|ELECTRONIC REPAIR|72985|CANCELLED Definition|September 30, 2004|September 27, 1994|CHICO|CA|95926|BUTTE|No
PACIFICOM|E|81128|CLEAR||CHICO|95928|BUTTE|PACIFICOM|ELECTRONIC REPAIR|81128|CLEAR Definition|June      30, 2015|June      04, 2004|CHICO|CA|95928|BUTTE|No
PARADISE APPLIANCE SERVICE|A|39689|CLEAR||PARADISE|95969|BUTTE|PARADISE APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|39689|CLEAR Definition|July      31, 2015|September 13, 1988|PARADISE|CA|95969|BUTTE|No
PARADISE APPLIANCE SERVICE|A|35453|CANCELLED||PARADISE|95969|BUTTE|PARADISE APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|35453|CANCELLED Definition|June      30, 1989|PARADISE|CA|95969|BUTTE|No
PARADISE COMMUNICATIONS|E|80962|CANCELLED||MAGALIA|95954|BUTTE|PARADISE COMMUNICATIONS|ELECTRONIC REPAIR|80962|CANCELLED Definition|April     30, 2007|April     05, 2004|MAGALIA|CA|95954|BUTTE|No
PARADISE COMPUTER REPAIR|E|88539|DELINQUENT||PARADISE|95969|BUTTE|PARADISE COMPUTER REPAIR|ELECTRONIC REPAIR|88539|DELINQUENT Definition|May       31, 2014|May       16, 2013|PARADISE|CA|95969|BUTTE|No
PAYLESS T.V. & ELECTRONICS|E|25483|CLEAR||CHICO|95973|BUTTE|PAYLESS T.V. & ELECTRONICS|ELECTRONIC REPAIR|25483|CLEAR Definition|January   31, 2016|June      24, 1986|CHICO|CA|95973|BUTTE|No
PAYNE ENTERPRISE COMPUTER REPAIR|E|86847|CLEAR||OROVILLE|95966|BUTTE|PAYNE ENTERPRISE COMPUTER REPAIR|ELECTRONIC REPAIR|86847|CLEAR Definition|March     31, 2015|March     28, 2011|OROVILLE|CA|95966|BUTTE|No
PC INSTALL IT|E|76289|CANCELLED||CHICO|95926|BUTTE|PC INSTALL IT|ELECTRONIC REPAIR|76289|CANCELLED Definition|January   31, 2004|January   06, 1998|CHICO|CA|95926|BUTTE|No
PCI COMPUTER SERVICES INC.|E|81117|CLEAR||CHICO|95928|BUTTE|PCI COMPUTER SERVICES INC.|ELECTRONIC REPAIR|81117|CLEAR Definition|May       31, 2015|May       27, 2004|CHICO|CA|95928|BUTTE|No
PCMD|E|79379|CANCELLED||CHICO|95926|BUTTE|PCMD|ELECTRONIC REPAIR|79379|CANCELLED Definition|January   31, 2013|January   10, 2002|CHICO|CA|95926|BUTTE|No
PCMD|E|88327|CANCELLED||CHICO|95926|BUTTE|PCMD|ELECTRONIC REPAIR|88327|CANCELLED Definition|February  28, 2014|February  06, 2013|CHICO|CA|95926|BUTTE|No
PHIL'S DIRECCONECT|E|81017|CANCELLED||OROVILLE|95966|BUTTE|PHIL'S DIRECCONECT|ELECTRONIC REPAIR|81017|CANCELLED Definition|April     30, 2007|April     16, 2004|OROVILLE|CA|95966|BUTTE|No
