entity_name|licensee_type_cd|license_number|status|BLANK|city|zip|county|entity_name|licensee_type_cd|license_number|status|expiration_date|first_issue_date|city|state|zip|county|Action
RADIO SHACK #9020|E|72555|CANCELLED||NEWARK|94560|ALAMEDA|RADIO SHACK #9020|ELECTRONIC REPAIR|72555|CANCELLED Definition|April     30, 2007|April     21, 1994|NEWARK|CA|94560|ALAMEDA|No
RADIO SHACK #9045|E|74005|CLEAR||UNION CITY|94587|ALAMEDA|RADIO SHACK #9045|ELECTRONIC REPAIR|74005|CLEAR Definition|April     30, 2015|October   05, 1995|UNION CITY|CA|94587|ALAMEDA|No
RADIO SHACK #9051|E|75313|CANCELLED||FREMONT|94538|ALAMEDA|RADIO SHACK #9051|ELECTRONIC REPAIR|75313|CANCELLED Definition|December  31, 2012|December  09, 1996|FREMONT|CA|94538|ALAMEDA|No
RADIO SHACK #9051|E|74852|CANCELLED||FREMONT|94539|ALAMEDA|RADIO SHACK #9051|ELECTRONIC REPAIR|74852|CANCELLED Definition|July      31, 1997|July      31, 1996|FREMONT|CA|94539|ALAMEDA|No
RADIO SHACK #9054|E|75332|CANCELLED||HAYWARD|94544|ALAMEDA|RADIO SHACK #9054|ELECTRONIC REPAIR|75332|CANCELLED Definition|December  31, 2006|December  09, 1996|HAYWARD|CA|94544|ALAMEDA|No
RADIO SHACK #9060|E|75347|CLEAR||OAKLAND|94601|ALAMEDA|RADIO SHACK #9060|ELECTRONIC REPAIR|75347|CLEAR Definition|April     30, 2015|December  09, 1996|OAKLAND|CA|94601|ALAMEDA|No
RADIO SHACK COMPUTER CENTER|E|22192|CANCELLED||HAYWARD|94545|ALAMEDA|RADIO SHACK COMPUTER CENTER|ELECTRONIC REPAIR|22192|CANCELLED Definition|June      30, 1992|March     18, 1983|HAYWARD|CA|94545|ALAMEDA|No
RADIO SHACK COMPUTER CTR REPAIR|E|22949|CANCELLED||DUBLIN|94568|ALAMEDA|RADIO SHACK COMPUTER CTR REPAIR|ELECTRONIC REPAIR|22949|CANCELLED Definition|January   31, 1993|November  18, 1983|DUBLIN|CA|94568|ALAMEDA|No
RALPH'S APPLIANCE & TV|A|30640|CANCELLED||HAYWARD|94544|ALAMEDA|RALPH'S APPLIANCE & TV|MAJOR APPLIANCE REPAIR|30640|CANCELLED Definition|January   31, 1994|May       24, 1973|HAYWARD|CA|94544|ALAMEDA|No
RALPH'S APPLIANCE & TV|A|41649|CANCELLED||HAYWARD|94544|ALAMEDA|RALPH'S APPLIANCE & TV|MAJOR APPLIANCE REPAIR|41649|CANCELLED Definition|February  28, 1995|February  15, 1994|HAYWARD|CA|94544|ALAMEDA|No
RALPH'S APPLIANCE SERVICE|A|41643|CANCELLED||CASTRO VALLEY|94546|ALAMEDA|RALPH'S APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|41643|CANCELLED Definition|February  28, 2002|February  15, 1994|CASTRO VALLEY|CA|94546|ALAMEDA|No
RALPH'S REFRIGERATION ENT.|A|39355|CANCELLED||HAYWARD|94541|ALAMEDA|RALPH'S REFRIGERATION ENT.|MAJOR APPLIANCE REPAIR|39355|CANCELLED Definition|June      30, 1989|January   20, 1988|HAYWARD|CA|94541|ALAMEDA|No
RALPHS YARD SALE|E|78177|CANCELLED||OAKLAND|94619|ALAMEDA|RALPHS YARD SALE|ELECTRONIC REPAIR|78177|CANCELLED Definition|January   31, 2013|January   22, 2001|OAKLAND|CA|94619|ALAMEDA|No
RAMPA CAR STEREO AND ALARM|E|28212|CANCELLED||OAKLAND|94609|ALAMEDA|RAMPA CAR STEREO AND ALARM|ELECTRONIC REPAIR|28212|CANCELLED Definition|August    31, 1993|August    03, 1989|OAKLAND|CA|94609|ALAMEDA|No
RANDY'S INSTALLATION SERVICE|A|41381|CANCELLED||CASTRO VALLEY|94546|ALAMEDA|RANDY'S INSTALLATION SERVICE|MAJOR APPLIANCE REPAIR|41381|CANCELLED Definition|March     31, 1994|March     01, 1993|CASTRO VALLEY|CA|94546|ALAMEDA|No
RAYMOND'S ELECTRONIC SERVICES|E|29156|CANCELLED||FREMONT|94538|ALAMEDA|RAYMOND'S ELECTRONIC SERVICES|ELECTRONIC REPAIR|29156|CANCELLED Definition|July      31, 1998|October   31, 1990|FREMONT|CA|94538|ALAMEDA|No
RAYTHEON APPLIANCES|A|32229|CANCELLED||HAYWARD|94544|ALAMEDA|RAYTHEON APPLIANCES|MAJOR APPLIANCE REPAIR|32229|CANCELLED Definition|August    31, 1998|July      30, 1973|HAYWARD|CA|94544|ALAMEDA|No
REFCON REFRIGERATION & APPLIANCE|A|45869|CLEAR||OAKLAND|94608|ALAMEDA|REFCON REFRIGERATION & APPLIANCE|MAJOR APPLIANCE REPAIR|45869|CLEAR Definition|August    31, 2015|August    19, 2010|OAKLAND|CA|94608|ALAMEDA|No
REFRIGERATION & HEATING REPAIR CO|A|44772|CLEAR||FREMONT|94555|ALAMEDA|REFRIGERATION & HEATING REPAIR CO|MAJOR APPLIANCE REPAIR|44772|CLEAR Definition|May       31, 2015|October   11, 2006|FREMONT|CA|94555|ALAMEDA|No
RELIANCE APPLIANCE|A|43779|CANCELLED||BERKELEY|94710|ALAMEDA|RELIANCE APPLIANCE|MAJOR APPLIANCE REPAIR|43779|CANCELLED Definition|August    31, 2009|August    20, 2002|BERKELEY|CA|94710|ALAMEDA|No
RELIANCE APPLIANCE|A|37156|CANCELLED||BERKELEY|94710|ALAMEDA|RELIANCE APPLIANCE|MAJOR APPLIANCE REPAIR|37156|CANCELLED Definition|October   31, 2000|May       16, 1983|BERKELEY|CA|94710|ALAMEDA|No
RELIANCE APPLIANCE AND ANTIQUES INC|A|45632|CANCELLED||BERKELEY|94710|ALAMEDA|RELIANCE APPLIANCE AND ANTIQUES INC|MAJOR APPLIANCE REPAIR|45632|CANCELLED Definition|September 30, 2013|September 22, 2009|BERKELEY|CA|94710|ALAMEDA|No
RELIATECH|E|82508|CLEAR||OAKLAND|94612|ALAMEDA|RELIATECH|ELECTRONIC REPAIR|82508|CLEAR Definition|May       31, 2015|May       01, 2006|OAKLAND|CA|94612|ALAMEDA|No
REMCO CALIFORNIA INVESTMENTS, INC.|C|60873|CANCELLED||HAYWARD|94544|ALAMEDA|REMCO CALIFORNIA INVESTMENTS, INC.|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60873|CANCELLED Definition|June      30, 1990|October   13, 1988|HAYWARD|CA|94544|ALAMEDA|No
REMOTE COMPUTER REPAIR SERVICE|E|84659|CANCELLED||ALAMEDA|94501|ALAMEDA|REMOTE COMPUTER REPAIR SERVICE|ELECTRONIC REPAIR|84659|CANCELLED Definition|September 30, 2009|September 17, 2008|SUITE #119|ALAMEDA|CA|94501|ALAMEDA|No
RENEW ELEC SERVICE|E|27908|CANCELLED||SAN LORENZO|94580|ALAMEDA|RENEW ELEC SERVICE|ELECTRONIC REPAIR|27908|CANCELLED Definition|May       31, 2008|April     11, 1989|SAN LORENZO|CA|94580|ALAMEDA|No
RENT-A-CENTER #06060|C|61914|CANCELLED||UNION CITY|945871772|ALAMEDA|RENT-A-CENTER #06060|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61914|CANCELLED Definition|September 30, 2012|September 01, 2011|UNION CITY|CA|94587-1772|ALAMEDA|No
RENT-A-CENTER STORE #1520|E|73531|CANCELLED||OAKLAND|94612|ALAMEDA|RENT-A-CENTER STORE #1520|ELECTRONIC REPAIR|73531|CANCELLED Definition|May       31, 1999|May       26, 1995|OAKLAND|CA|94612|ALAMEDA|No
RENT-A-CENTER STORE #2161|E|73529|CANCELLED||HAYWARD|94544|ALAMEDA|RENT-A-CENTER STORE #2161|ELECTRONIC REPAIR|73529|CANCELLED Definition|May       31, 1999|May       26, 1995|HAYWARD|CA|94544|ALAMEDA|No
RENT-A-CENTER STORE #2626|E|73532|CANCELLED||OAKLAND|94603|ALAMEDA|RENT-A-CENTER STORE #2626|ELECTRONIC REPAIR|73532|CANCELLED Definition|May       31, 1997|May       26, 1995|OAKLAND|CA|94603|ALAMEDA|No
RENT-A-CENTER STORE #2628|E|73533|CANCELLED||OAKLAND|94601|ALAMEDA|RENT-A-CENTER STORE #2628|ELECTRONIC REPAIR|73533|CANCELLED Definition|May       31, 1999|May       26, 1995|OAKLAND|CA|94601|ALAMEDA|No
RENT-A-CENTER STORE #2631|E|73530|CANCELLED||NEWARK|94560|ALAMEDA|RENT-A-CENTER STORE #2631|ELECTRONIC REPAIR|73530|CANCELLED Definition|May       31, 1999|May       26, 1995|NEWARK|CA|94560|ALAMEDA|No
RENT-A-CENTER WEST, INC. #1061|C|61395|CLEAR||HAYWARD|94544|ALAMEDA|RENT-A-CENTER WEST, INC. #1061|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61395|CLEAR Definition|February  29, 2016|April     30, 1999|HAYWARD|CA|94544|ALAMEDA|No
RENT-A-CENTER WEST, INC. #1073|C|61419|CLEAR||UNION CITY|94587|ALAMEDA|RENT-A-CENTER WEST, INC. #1073|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61419|CLEAR Definition|February  29, 2016|April     30, 1999|UNION CITY|CA|94587|ALAMEDA|No
RENT-A-CENTER WEST, INC. #1075|C|61427|CLEAR||OAKLAND|94611|ALAMEDA|RENT-A-CENTER WEST, INC. #1075|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61427|CLEAR Definition|February  29, 2016|May       11, 1999|OAKLAND|CA|94611|ALAMEDA|No
RENT-A-CENTER WEST, INC. #1076|C|61428|CLEAR||OAKLAND|94601|ALAMEDA|RENT-A-CENTER WEST, INC. #1076|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61428|CLEAR Definition|February  29, 2016|May       11, 1999|OAKLAND|CA|94601|ALAMEDA|No
RENT-A-CENTER WEST, INC. #6059|C|61913|CANCELLED||OAKLAND|946083566|ALAMEDA|RENT-A-CENTER WEST, INC. #6059|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61913|CANCELLED Definition|February  28, 2013|September 01, 2011|OAKLAND|CA|94608-3566|ALAMEDA|No
RENT-A-CENTER WEST, INC. #6736|C|61949|CANCELLED||FREMONT|94539|ALAMEDA|RENT-A-CENTER WEST, INC. #6736|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61949|CANCELLED Definition|February  28, 2014|September 06, 2011|FREMONT|CA|94539|ALAMEDA|No
RENT-A-CENTER WEST, INC. #717|C|61394|CANCELLED||HAYWARD|94541|ALAMEDA|RENT-A-CENTER WEST, INC. #717|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61394|CANCELLED Definition|February  28, 2006|April     30, 1999|HAYWARD|CA|94541|ALAMEDA|No
RENT-A-CENTER WEST, INC. #728|C|61426|CANCELLED||OAKLAND|94601|ALAMEDA|RENT-A-CENTER WEST, INC. #728|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61426|CANCELLED Definition|February  28, 2005|May       11, 1999|OAKLAND|CA|94601|ALAMEDA|No
RENTRONICS SERVICE|C|60917|CANCELLED||HAYWARD|94541|ALAMEDA|RENTRONICS SERVICE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60917|CANCELLED Definition|December  31, 1995|June      19, 1990|HAYWARD|CA|94541|ALAMEDA|No
REPAIR CITY|E|72835|CANCELLED||FREMONT|94536|ALAMEDA|REPAIR CITY|ELECTRONIC REPAIR|72835|CANCELLED Definition|July      31, 2000|July      13, 1994|FREMONT|CA|94536|ALAMEDA|Yes
RESISTANCE REPAIR|E|12259|CANCELLED||BERKELEY|94710|ALAMEDA|RESISTANCE REPAIR|ELECTRONIC REPAIR|12259|CANCELLED Definition|August    31, 2000|January   21, 1971|BERKELEY|CA|94710|ALAMEDA|No
REZA MOBILE TV REPAIR|E|80590|CLEAR||LIVERMORE|94550|ALAMEDA|REZA MOBILE TV REPAIR|ELECTRONIC REPAIR|80590|CLEAR Definition|September 30, 2015|September 22, 2003|LIVERMORE|CA|94550|ALAMEDA|No
RICH CORTEZ APPL. REPAIR SERV.|A|36562|CLEAR||PLEASANTON|94566|ALAMEDA|RICH CORTEZ APPL. REPAIR SERV.|MAJOR APPLIANCE REPAIR|36562|CLEAR Definition|July      31, 2015|February  05, 1982|PLEASANTON|CA|94566|ALAMEDA|No
RICH'S WEST COAST APPLIANCE|A|46278|CLEAR||BERKELEY|94705|ALAMEDA|RICH'S WEST COAST APPLIANCE|MAJOR APPLIANCE REPAIR|46278|CLEAR Definition|June      30, 2015|June      01, 2012|BERKELEY|CA|94705|ALAMEDA|No
RICK'S MOBILE ENTERTAINMENT|E|80951|CANCELLED||FREMONT|94538|ALAMEDA|RICK'S MOBILE ENTERTAINMENT|ELECTRONIC REPAIR|80951|CANCELLED Definition|April     30, 2005|April     05, 2004|FREMONT|CA|94538|ALAMEDA|No
RICKY'S ELECTRONICS/RUSS TV|E|29072|CLEAR||LIVERMORE|94551|ALAMEDA|RICKY'S ELECTRONICS/RUSS TV|ELECTRONIC REPAIR|29072|CLEAR Definition|June      30, 2015|September 20, 1990|LIVERMORE|CA|94551|ALAMEDA|No
RIERA'S TV & VIDEO SERVICE CENTER|E|16157|CANCELLED||DUBLIN|94568|ALAMEDA|RIERA'S TV & VIDEO SERVICE CENTER|ELECTRONIC REPAIR|16157|CANCELLED Definition|June      30, 1999|November  04, 1974|DUBLIN|CA|94568|ALAMEDA|No
RITZ CAMERA CENTERS, INC. - #248|E|78251|CANCELLED||OAKLAND|94611|ALAMEDA|RITZ CAMERA CENTERS, INC. - #248|ELECTRONIC REPAIR|78251|CANCELLED Definition|June      30, 2003|March     19, 2001|OAKLAND|CA|94611|ALAMEDA|No
RIX SERVICE INDUSTRIES|E|25755|CANCELLED||SAN LEANDRO|94577|ALAMEDA|RIX SERVICE INDUSTRIES|ELECTRONIC REPAIR|25755|CANCELLED Definition|June      30, 1991|July      25, 1986|SAN LEANDRO|CA|94577|ALAMEDA|No
ROADRUNNER TECHNICAL SERVICES, LLC|E|88599|CANCELLED||SAN LEANDRO|94577|ALAMEDA|ROADRUNNER TECHNICAL SERVICES, LLC|ELECTRONIC REPAIR|88599|CANCELLED Definition|June      30, 2014|June      19, 2013|SAN LEANDRO|CA|94577|ALAMEDA|No
ROB'S VIDEOS|E|70101|CANCELLED||CASTRO VALLEY|94546|ALAMEDA|ROB'S VIDEOS|ELECTRONIC REPAIR|70101|CANCELLED Definition|January   31, 1994|January   02, 1992|CASTRO VALLEY|CA|94546|ALAMEDA|No
ROBERT BEHN INSTALLATION|A|43225|CANCELLED||CASTRO VALLEY|94552|ALAMEDA|ROBERT BEHN INSTALLATION|MAJOR APPLIANCE REPAIR|43225|CANCELLED Definition|January   31, 2004|January   20, 2000|CASTRO VALLEY|CA|94552|ALAMEDA|No
ROBERT CLEVELAND HEATING AND AIR CONDITIONING|A|34163|CANCELLED||SAN LEANDRO|94578|ALAMEDA|ROBERT CLEVELAND HEATING AND AIR CONDITIONING|MAJOR APPLIANCE REPAIR|34163|CANCELLED Definition|February  28, 1998|June      07, 1976|SAN LEANDRO|CA|94578|ALAMEDA|No
ROBERT'S SATELLITE SVCS INC|E|80210|CLEAR||CASTRO VALLEY|94546|ALAMEDA|ROBERT'S SATELLITE SVCS INC|ELECTRONIC REPAIR|80210|CLEAR Definition|May       31, 2015|May       09, 2003|CASTRO VALLEY|CA|94546|ALAMEDA|No
ROBERTO SIAPNO|E|82201|CANCELLED||FREMONT|94538|ALAMEDA|ROBERTO SIAPNO|ELECTRONIC REPAIR|82201|CANCELLED Definition|December  31, 2006|December  20, 2005|FREMONT|CA|94538|ALAMEDA|No
ROCHESTER ELECTRIC COMPANY|A|36765|CANCELLED||BERKELEY|94704|ALAMEDA|ROCHESTER ELECTRIC COMPANY|MAJOR APPLIANCE REPAIR|36765|CANCELLED Definition|June      30, 1991|BERKELEY|CA|94704|ALAMEDA|No
ROCKRIDGE ELECTRONICS|E|76661|CANCELLED||OAKLAND|94618|ALAMEDA|ROCKRIDGE ELECTRONICS|ELECTRONIC REPAIR|76661|CANCELLED Definition|July      31, 2001|July      29, 1998|OAKLAND|CA|94618|ALAMEDA|No
ROCKRIDGE ELECTRONICS|E|70488|CANCELLED||OAKLAND|94618|ALAMEDA|ROCKRIDGE ELECTRONICS|ELECTRONIC REPAIR|70488|CANCELLED Definition|June      30, 1996|June      10, 1992|OAKLAND|CA|94618|ALAMEDA|No
ROD PIERCE APPLIANCE|A|42377|CANCELLED||CASTRO VALLEY|94546|ALAMEDA|ROD PIERCE APPLIANCE|MAJOR APPLIANCE REPAIR|42377|CANCELLED Definition|August    31, 1997|August    29, 1996|CASTRO VALLEY|CA|94546|ALAMEDA|No
RODRIGUEZ APPLIANCES|A|46382|CLEAR||SAN LORENZO|94580|ALAMEDA|RODRIGUEZ APPLIANCES|MAJOR APPLIANCE REPAIR|46382|CLEAR Definition|November  30, 2015|November  15, 2012|SAN LORENZO|CA|94580|ALAMEDA|No
ROGERS T.V. ELECTRONICS|E|28213|CANCELLED||OAKLAND|94605|ALAMEDA|ROGERS T.V. ELECTRONICS|ELECTRONIC REPAIR|28213|CANCELLED Definition|September 30, 1993|August    03, 1989|OAKLAND|CA|94605|ALAMEDA|No
ROGERS TV ELECTRONICS|E|13502|CANCELLED||OAKLAND|94605|ALAMEDA|ROGERS TV ELECTRONICS|ELECTRONIC REPAIR|13502|CANCELLED Definition|June      30, 1989|March     09, 1972|OAKLAND|CA|94605|ALAMEDA|No
RON'S COMPUTER SERVICES|E|80141|CANCELLED||FREMONT|94538|ALAMEDA|RON'S COMPUTER SERVICES|ELECTRONIC REPAIR|80141|CANCELLED Definition|April     30, 2004|April     11, 2003|FREMONT|CA|94538|ALAMEDA|No
RONS COMPUTER SERVICE|E|76372|CANCELLED||FREMONT|945385918|ALAMEDA|RONS COMPUTER SERVICE|ELECTRONIC REPAIR|76372|CANCELLED Definition|February  28, 2001|February  25, 1998|FREMONT|CA|94538-5918|ALAMEDA|No
ROSAI GROUP & ROSAI CONSULTING|E|82905|CANCELLED||OAKLAND|94607|ALAMEDA|ROSAI GROUP & ROSAI CONSULTING|ELECTRONIC REPAIR|82905|CANCELLED Definition|November  30, 2012|November  15, 2006|OAKLAND|CA|94607|ALAMEDA|No
ROWZUNTEC|E|81588|CANCELLED||OAKLAND|94541|ALAMEDA|ROWZUNTEC|ELECTRONIC REPAIR|81588|CANCELLED Definition|January   31, 2006|January   24, 2005|OAKLAND|CA|94541|ALAMEDA|No
RRA INSTALLS|A|42926|CANCELLED||ALAMEDA|94501|ALAMEDA|RRA INSTALLS|MAJOR APPLIANCE REPAIR|42926|CANCELLED Definition|November  30, 1999|November  23, 1998|ALAMEDA|CA|94501|ALAMEDA|No
RUDY'S SERVICE APPLIANCES|A|34879|REVOKED||OAKLAND|94612|ALAMEDA|RUDY'S SERVICE APPLIANCES|MAJOR APPLIANCE REPAIR|34879|REVOKED Definition|June      30, 1982|May       05, 1978|OAKLAND|CA|94612|ALAMEDA|No
RUKATECH COMPUTER & PHONE SERVICES|E|88160|CLEAR||OAKLAND|94601|ALAMEDA|RUKATECH COMPUTER & PHONE SERVICES|ELECTRONIC REPAIR|88160|CLEAR Definition|September 30, 2015|September 27, 2012|OAKLAND|CA|94601|ALAMEDA|No
RUSS' TELEVISION & STEREO SERVICE|C|61327|CANCELLED||PLEASANTON|94566|ALAMEDA|RUSS' TELEVISION & STEREO SERVICE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61327|CANCELLED Definition|August    31, 1999|August    31, 1998|PLEASANTON|CA|94566|ALAMEDA|No
RUSS' TELEVISION & STEREO SERVICE|E|76346|CANCELLED||PLEASANTON|94566|ALAMEDA|RUSS' TELEVISION & STEREO SERVICE|ELECTRONIC REPAIR|76346|CANCELLED Definition|August    31, 2005|August    20, 1998|PLEASANTON|CA|94566|ALAMEDA|No
RUSS' TV SERVICE|E|23832|CANCELLED||PLEASANTON|94566|ALAMEDA|RUSS' TV SERVICE|ELECTRONIC REPAIR|23832|CANCELLED Definition|June      30, 1998|November  14, 1984|PLEASANTON|CA|94566|ALAMEDA|No
S & G REPAIR SERVICE|C|61722|CANCELLED||HAYWARD|94541|ALAMEDA|S & G REPAIR SERVICE|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61722|CANCELLED Definition|January   31, 2006|January   31, 2005|HAYWARD|CA|94541|ALAMEDA|No
S AND F TV SERVICE|E|27839|CANCELLED||SAN LEANDRO|94578|ALAMEDA|S AND F TV SERVICE|ELECTRONIC REPAIR|27839|CANCELLED Definition|June      30, 1992|February  27, 1989|SAN LEANDRO|CA|94578|ALAMEDA|No
S L V REFRIGERATION CO|A|42382|CANCELLED||UNION CITY|94587|ALAMEDA|S L V REFRIGERATION CO|MAJOR APPLIANCE REPAIR|42382|CANCELLED Definition|September 30, 2011|September 05, 1996|UNION CITY|CA|94587|ALAMEDA|No
S S ELECTRIC|A|38548|CANCELLED||CASTRO VALLEY|94552|ALAMEDA|S S ELECTRIC|MAJOR APPLIANCE REPAIR|38548|CANCELLED Definition|September 30, 2006|June      05, 1986|CASTRO VALLEY|CA|94552|ALAMEDA|No
SADKO APPLIANCES|A|46199|CLEAR||UNION CITY|94587|ALAMEDA|SADKO APPLIANCES|MAJOR APPLIANCE REPAIR|46199|CLEAR Definition|December  31, 2015|December  19, 2011|UNION CITY|CA|94587|ALAMEDA|No
SAFE REFRIGERATION CO.|A|36763|CANCELLED||OAKLAND|94611|ALAMEDA|SAFE REFRIGERATION CO.|MAJOR APPLIANCE REPAIR|36763|CANCELLED Definition|June      30, 1992|July      20, 1982|OAKLAND|CA|94611|ALAMEDA|No
SALLE'S AUTO STEREO|E|22074|CLEAR||OAKLAND|94606|ALAMEDA|SALLE'S AUTO STEREO|ELECTRONIC REPAIR|22074|CLEAR Definition|April     30, 2015|February  09, 1983|OAKLAND|CA|94606|ALAMEDA|No
SALLE'S SIGHT & SOUND|E|25040|CANCELLED||OAKLAND|94606|ALAMEDA|SALLE'S SIGHT & SOUND|ELECTRONIC REPAIR|25040|CANCELLED Definition|March     31, 1999|November  18, 1985|OAKLAND|CA|94606|ALAMEDA|No
SALTZMAN & ASSOCIATES|A|41216|CANCELLED||DUBLIN|94568|ALAMEDA|SALTZMAN & ASSOCIATES|MAJOR APPLIANCE REPAIR|41216|CANCELLED Definition|September 30, 1998|September 17, 1992|DUBLIN|CA|94568|ALAMEDA|No
SAM GOODY - 0089|E|78979|CANCELLED||PLEASANTON|94588|ALAMEDA|SAM GOODY - 0089|ELECTRONIC REPAIR|78979|CANCELLED Definition|June      30, 2003|June      22, 2001|PLEASANTON|CA|94588|ALAMEDA|No
SAM GOODY - 0144|E|78982|CANCELLED||HAYWARD|94545|ALAMEDA|SAM GOODY - 0144|ELECTRONIC REPAIR|78982|CANCELLED Definition|June      30, 2006|June      22, 2001|HAYWARD|CA|94545|ALAMEDA|No
SAM GOODY - 0726|E|79025|CANCELLED||SAN LEANDRO|94578|ALAMEDA|SAM GOODY - 0726|ELECTRONIC REPAIR|79025|CANCELLED Definition|June      30, 2004|June      22, 2001|SAN LEANDRO|CA|94578|ALAMEDA|No
SAM GREEN TV|E|1355|CANCELLED||OAKLAND|94602|ALAMEDA|SAM GREEN TV|ELECTRONIC REPAIR|1355|CANCELLED Definition|May       31, 1993|January   05, 1964|OAKLAND|CA|94602|ALAMEDA|No
SAMSUN TECHNOLOGIES LLC|E|82299|CANCELLED||HAYWARD|94541|ALAMEDA|SAMSUN TECHNOLOGIES LLC|ELECTRONIC REPAIR|82299|CANCELLED Definition|February  28, 2007|February  15, 2006|HAYWARD|CA|94541|ALAMEDA|No
SAN JOSE APPLIANCES|A|41606|CANCELLED||OAKLAND|94601|ALAMEDA|SAN JOSE APPLIANCES|MAJOR APPLIANCE REPAIR|41606|CANCELLED Definition|December  31, 1994|December  17, 1993|OAKLAND|CA|94601|ALAMEDA|No
SANACT HEATING AND COOLING INC.|A|42222|CANCELLED||SAN LEANDRO|94578|ALAMEDA|SANACT HEATING AND COOLING INC.|MAJOR APPLIANCE REPAIR|42222|CANCELLED Definition|March     31, 2001|March     01, 1996|SAN LEANDRO|CA|94578|ALAMEDA|No
SANDEFUR'S ELECTRONICS|E|29744|CANCELLED||FREMONT|94538|ALAMEDA|SANDEFUR'S ELECTRONICS|ELECTRONIC REPAIR|29744|CANCELLED Definition|November  30, 1995|August    08, 1991|FREMONT|CA|94538|ALAMEDA|No
SANTA CLARA APPLIANCE|A|42972|CLEAR||OAKLAND|94601|ALAMEDA|SANTA CLARA APPLIANCE|MAJOR APPLIANCE REPAIR|42972|CLEAR Definition|February  29, 2016|February  10, 1999|OAKLAND|CA|94601|ALAMEDA|No
SANTA CLARA APPLIANCES|A|39785|CANCELLED||OAKLAND|94601|ALAMEDA|SANTA CLARA APPLIANCES|MAJOR APPLIANCE REPAIR|39785|CANCELLED Definition|June      30, 1990|January   03, 1989|OAKLAND|CA|94601|ALAMEDA|No
SANTA CLARA APPLIANCES|A|42446|CANCELLED||OAKLAND|94601|ALAMEDA|SANTA CLARA APPLIANCES|MAJOR APPLIANCE REPAIR|42446|CANCELLED Definition|November  30, 1998|November  12, 1996|OAKLAND|CA|94601|ALAMEDA|No
SARGENT'S APPLIANCE REPAIR|A|40205|CANCELLED||LIVERMORE|94550|ALAMEDA|SARGENT'S APPLIANCE REPAIR|MAJOR APPLIANCE REPAIR|40205|CANCELLED Definition|June      30, 1991|March     28, 1990|LIVERMORE|CA|94550|ALAMEDA|No
SATELLITE SERVICES DIRECT|E|79324|CANCELLED||OAKLAND|94619|ALAMEDA|SATELLITE SERVICES DIRECT|ELECTRONIC REPAIR|79324|CANCELLED Definition|December  31, 2002|December  13, 2001|OAKLAND|CA|94619|ALAMEDA|No
SCHOOL OF ELECTRONIC REPAIR INC.|E|27900|CANCELLED||UNION CITY|94587|ALAMEDA|SCHOOL OF ELECTRONIC REPAIR INC.|ELECTRONIC REPAIR|27900|CANCELLED Definition|June      30, 1990|April     12, 1989|UNION CITY|CA|94587|ALAMEDA|No
SEARS OUTLET|C|61498|CLEAR||SAN LEANDRO|94577|ALAMEDA|SEARS OUTLET|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61498|CLEAR Definition|June      30, 2015|July      13, 1999|SAN LEANDRO|CA|94577|ALAMEDA|No
SEARS, ROEBUCK & CO|C|60933|CANCELLED||PLEASANTON|94588|ALAMEDA|SEARS, ROEBUCK & CO|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|60933|CANCELLED Definition|March     31, 1994|November  29, 1990|5860 WEST LAS POSITAS BLVD., SUITE 9|PLEASANTON|CA|94588|ALAMEDA|No
SEARS, ROEBUCK AND CO|E|24500|CANCELLED||NEWARK|94560|ALAMEDA|SEARS, ROEBUCK AND CO|ELECTRONIC REPAIR|24500|CANCELLED Definition|June      30, 1991|May       28, 1985|ATTN LOCAL PAY DESK|NEWARK|CA|94560|ALAMEDA|No
SEARS, ROEBUCK AND CO|E|24497|CANCELLED||HAYWARD|94545|ALAMEDA|SEARS, ROEBUCK AND CO|ELECTRONIC REPAIR|24497|CANCELLED Definition|June      30, 1991|May       28, 1985|ATTN LOCAL PAY DESK|HAYWARD|CA|94545|ALAMEDA|No
SEARS, ROEBUCK AND CO|E|24501|CANCELLED||OAKLAND|94612|ALAMEDA|SEARS, ROEBUCK AND CO|ELECTRONIC REPAIR|24501|CANCELLED Definition|June      30, 1991|May       28, 1985|ATTN LOCAL PAY DESK|OAKLAND|CA|94612|ALAMEDA|No
SEARS, ROEBUCK AND CO.|C|61345|CANCELLED||PLEASANTON|94588|ALAMEDA|SEARS, ROEBUCK AND CO.|COMBINATION-ELECTRIC AND APPLIANCE REPAIR|61345|CANCELLED Definition|June      30, 2002|September 01, 1998|PLEASANTON|CA|94588|ALAMEDA|No
